title,uri,type,representative_latitude,representative_longitude,location_precision,
Thaur,https://pleiades.stoa.org/places/187584,church,47.293817,11.472564,precise,
Pillerhöhe,https://pleiades.stoa.org/places/187510,sanctuary,47.118282,10.667092,precise,
Patriasdorf,https://pleiades.stoa.org/places/187507,church,46.837593,12.760896,precise,
Tamins,https://pleiades.stoa.org/places/187566,cemetery,46.829929,9.40709,precise,
Roman necropolis at Melano,https://pleiades.stoa.org/places/181837848,cemetery,45.92265,8.98639,precise,
Mortuary Temple of Amenhotep III,https://pleiades.stoa.org/places/188894567,temple-2,25.72153873296910,32.60853023582630,precise,
Monte Luna Necropoleis,https://pleiades.stoa.org/places/188334598,cemetery,39.51058275220460,9.144779935422140,precise,
Mortuary Temple of Senwosret III,https://pleiades.stoa.org/places/184145664,temple-2,26.1782655,31.9295357,precise,
Ezida,https://pleiades.stoa.org/places/184449166,temple-2,32.392359064019000,44.342527736577800,precise,
Untitled,https://pleiades.stoa.org/places/183817917,temple-2,41.737926,13.164441,precise,
Temple East of Lavinium,https://pleiades.stoa.org/places/183817905,temple-2,41.661501,12.48422,precise,
Barsova Gora,https://pleiades.stoa.org/places/18293535,tumulus,61.251839,73.21053,precise,
Karacamirli Tepe 5,https://pleiades.stoa.org/places/182311597,cemetery,40.89613991025030,46.26191430994400,precise,
Temple of Athena (Miletus),https://pleiades.stoa.org/places/185031048,temple-2,37.528656,27.270687,precise,
Santa Croce in Gerusalemme,https://pleiades.stoa.org/places/18528486,church-2,41.88804827679930,12.515925644940900,precise,
Pyramid of Senusret I,https://pleiades.stoa.org/places/149451361,pyramid,29.56017955,31.22115665,precise,
Temple of the Severan family at Cuicul,https://pleiades.stoa.org/places/140551000,temple-2,36.3176905,5.73668362,rough,
Allègre,https://pleiades.stoa.org/places/147989,sanctuary,44.199232,4.232932,precise,
Temple of Soknebtunis,https://pleiades.stoa.org/places/147979258,temple-2,29.10650640029970,30.761282512076000,precise,
La Salata necropolis,https://pleiades.stoa.org/places/147181487,cemetery,41.9223341,16.1095023,precise,
Temple of Trajan at Pergamon,https://pleiades.stoa.org/places/146849991,temple-2,39.1330313,27.1837067,precise,
Tomba di Fadilla,https://pleiades.stoa.org/places/1410177,tomb,41.964297,12.488494,precise,
Columbarium of Tiberius Claudius Vitalis,https://pleiades.stoa.org/places/141644885,tomb,41.88900232504700,12.510223278201800,precise,
Cucuron,https://pleiades.stoa.org/places/148064,tomb,43.772808,5.439649,precise,
La Brèche (necropolis),https://pleiades.stoa.org/places/148022,cemetery,44.113195,4.693504,precise,
Font-du-Buis,https://pleiades.stoa.org/places/148080,cemetery,43.95287,4.7143,precise,
Coste Guizon,https://pleiades.stoa.org/places/148061,temple,44.208742,3.409764,precise,
Château-Bas,https://pleiades.stoa.org/places/148046,temple-2,43.681945127356000,5.197203980041350,precise,
Châtelard de Lardiers,https://pleiades.stoa.org/places/148047,sanctuary,44.0595785,5.697114,precise,
St-Estève-de-Ménerbes,https://pleiades.stoa.org/places/148182,church,43.832178,5.205941,precise,
St-Andéol,https://pleiades.stoa.org/places/148177,cemetery,44.153408,5.111341,precise,
Octon,https://pleiades.stoa.org/places/148146,sanctuary,43.65493,3.303714,precise,
St-Julien,https://pleiades.stoa.org/places/148187,cemetery,43.564413,2.938266,precise,
Lansargues,https://pleiades.stoa.org/places/148105,cemetery,43.653126,4.073615,precise,
Lachau,https://pleiades.stoa.org/places/148104,sanctuary,44.231291,5.636884,precise,
Rognes,https://pleiades.stoa.org/places/148169,tomb,43.663426,5.347325,precise,
Roquepertuse,https://pleiades.stoa.org/places/148174,sanctuary,43.534222,5.270226,precise,
Notre-Dame-de-Laval,https://pleiades.stoa.org/places/148143,sanctuary,43.941769,4.489537,precise,
Ste-Cécile Paleochristian Church,https://pleiades.stoa.org/places/148180,church-2,43.448221,3.616084,precise,
Roujan,https://pleiades.stoa.org/places/148175,sanctuary,43.503911,3.312483,precise,
Baba Hatim Ziyarat,https://pleiades.stoa.org/places/148315058,tomb,36.65,66.5,precise,
Dowth,https://pleiades.stoa.org/places/148277400,tomb,53.70381834343080,-6.450496493212560,precise,
Knowth,https://pleiades.stoa.org/places/148277399,tomb,53.70120319784990,-6.491396638095500,precise,
Tomb (heroon) of King Perikles of Lycia,https://pleiades.stoa.org/places/144648290,tomb,36.346274,30.172865,precise,
Etemenanki,https://pleiades.stoa.org/places/142907963,temple-2,32.536327750000000,44.421084450000000,precise,
'Ain el-Sabil Church,https://pleiades.stoa.org/places/142298158,church-2,25.50269366382760,29.083462417996700,precise,
Mausoleum of Lucius Sempronius Atratinus,https://pleiades.stoa.org/places/142574161,tomb,41.218464885450100,13.566750877118800,precise,
Temple complex (Petinesca),https://pleiades.stoa.org/places/139153224,sanctuary,47.1118327,7.29076145,precise,
Temple of Artemis Orthia,https://pleiades.stoa.org/places/139216315,temple-2,37.082867800000000,22.43511445,precise,
Sanctuary of Athena Hygieia,https://pleiades.stoa.org/places/130769474,shrine,37.97165,23.72533,precise,
Spathari (temple),https://pleiades.stoa.org/places/13022744,temple-2,38.6861,21.29541,precise,
Tomb of Menidi,https://pleiades.stoa.org/places/137893603,tomb,38.05885750432920,23.73885221461390,precise,
Quartucciu,https://pleiades.stoa.org/places/136181284,cemetery,39.2648935,9.195176,precise,
Necropoli di Montarano,https://pleiades.stoa.org/places/131901105,cemetery,42.2995222,12.4204294,precise,
Mausoleum of Lucius Pomponius Grecinus,https://pleiades.stoa.org/places/131267073,tomb,43.3482012,12.5724385,precise,
Church of Saint Gregory of Tigran,https://pleiades.stoa.org/places/138007628,church-2,40.505980778025700,43.57867666740040,precise,
Vietheil,https://pleiades.stoa.org/places/138655,temple,45.4939007,1.8764,precise,
Tour de Gresset,https://pleiades.stoa.org/places/138623,sanctuary,47.89656344196190,1.1837981332399500,precise,
Unnamed sanctuary at Garenne,https://pleiades.stoa.org/places/138615,sanctuary,46.81356,2.639874,precise,
Tannum,https://pleiades.stoa.org/places/138606,sanctuary,45.538886,-0.908709,precise,
Aron,https://pleiades.stoa.org/places/138193,temple,44.926416,2.4417605,precise,
Temple of Mercurius,https://pleiades.stoa.org/places/138464,sanctuary,45.77175877284470,2.9645024545586700,precise,
*Maroialum,https://pleiades.stoa.org/places/138448,church,47.290628,1.319957,precise,
*Marciacum,https://pleiades.stoa.org/places/138444,church,45.876781,3.082127,precise,
Locoteiacus,https://pleiades.stoa.org/places/138424,abbey-church,46.517359,0.33044400000000000,precise,
*Manatum,https://pleiades.stoa.org/places/138439,church-2,46.102677,2.90204,precise,
*Melita,https://pleiades.stoa.org/places/138462,church,45.2554153,2.430129,precise,
*Novivicum,https://pleiades.stoa.org/places/138498,church,47.603555,0.595111,precise,
Neuvy-sur-Barangeon,https://pleiades.stoa.org/places/138484,temple,47.314293,2.254603,precise,
Margerides,https://pleiades.stoa.org/places/138447,sanctuary,45.450809173603900,2.4262528781420000,precise,
Masamas,https://pleiades.stoa.org/places/138451,sanctuary,46.399223,0.972994,precise,
Montreuil-Bellay,https://pleiades.stoa.org/places/138471,temple,47.1335295,-0.132069,precise,
*Iciacum,https://pleiades.stoa.org/places/138389,church,45.934015,3.093479,precise,
Les Courents,https://pleiades.stoa.org/places/138315,temple,46.658671,-1.572113,precise,
Herpes,https://pleiades.stoa.org/places/138386,cemetery,45.785729,-0.171944,precise,
Les Cars,https://pleiades.stoa.org/places/138274,cemetery,45.605867045665500,2.028200605203770,precise,
Cinq-Mars-la-Pile,https://pleiades.stoa.org/places/138296,tomb,47.3541277,0.4783865,precise,
Aumagne,https://pleiades.stoa.org/places/138205,cemetery,45.874791,-0.403515,precise,
Chanceaux-sur-Choisille,https://pleiades.stoa.org/places/138286,temple,47.472054,0.702604,precise,
Château de Chatillon,https://pleiades.stoa.org/places/138290,temple,47.811754,1.47772,precise,
"Cantobennum, Mon.",https://pleiades.stoa.org/places/138267,church,45.820447200000000,3.0816197500000000,precise,
[Camelaria],https://pleiades.stoa.org/places/138260,sanctuary,45.776025,3.067683,precise,
*Chrononum,https://pleiades.stoa.org/places/138294,church,45.739225,3.199303,precise,
Castelnau-Montratier,https://pleiades.stoa.org/places/138277,sanctuary,44.267611,1.3535,precise,
Pian di Mola necropolis,https://pleiades.stoa.org/places/13820911,cemetery,42.4247,11.8873701,precise,
St-Goussard,https://pleiades.stoa.org/places/138556,temple,46.040704,1.576573,precise,
*Siroialum?,https://pleiades.stoa.org/places/138594,church,45.614703,0.010779,precise,
Patriacum,https://pleiades.stoa.org/places/138511,temple,46.203464,2.152255,precise,
Puy-Lautard,https://pleiades.stoa.org/places/138527,temple,45.915971,1.888173,precise,
"S. Quiricus, Mon.",https://pleiades.stoa.org/places/138530,church,45.551053,3.142921,precise,
St-Victor,https://pleiades.stoa.org/places/138564,temple,46.394693,2.609495,precise,
*Randanum,https://pleiades.stoa.org/places/138532,church,46.016959,3.352984,precise,
St-Andéol,https://pleiades.stoa.org/places/138549,temple,44.653883,3.104521,precise,
Petit-Mars,https://pleiades.stoa.org/places/138512,temple,47.392923000000000,-1.4615435000000000,precise,
Pompeiacum/Vernemetis,https://pleiades.stoa.org/places/138519,church,44.437149,0.183037,precise,
Orbaniacum,https://pleiades.stoa.org/places/138503,church,47.209,1.234234,precise,
St-Gervais,https://pleiades.stoa.org/places/138555,temple,46.902241,-1.99997,precise,
Onia,https://pleiades.stoa.org/places/138502,church,47.011832,1.405935,precise,
Sanxay,https://pleiades.stoa.org/places/138575,sanctuary,46.496274,-0.023432,precise,
Pouzauges,https://pleiades.stoa.org/places/138522,temple,46.783482,-0.836442,precise,
"Sobek temple, Qaşr Qārūn",https://pleiades.stoa.org/places/13850440,temple-2,29.405629884030200,30.418249089167100,precise,
Angelika tholos tomb (Mykonos),https://pleiades.stoa.org/places/134456168,tomb,37.434812791222200,25.329025512277500,precise,
Church of St. Demetrios Katephores,https://pleiades.stoa.org/places/133416747,church-2,37.973795025920300,23.729108874551200,precise,
Castel Malnome (Ponte Galeria),https://pleiades.stoa.org/places/133309568,cemetery,41.8216004,12.334317,precise,
Camp celtique de la Bure,https://pleiades.stoa.org/places/133577441,sanctuary,48.326764,6.940044,precise,
Mausoleum of C. Ennius Marsus,https://pleiades.stoa.org/places/132381077,tomb,41.4314933,14.6202906,precise,
Basilica Manastirine,https://pleiades.stoa.org/places/135962387,church,43.5421187,16.4825906,precise,
Cat Stane,https://pleiades.stoa.org/places/135125846,tomb,55.9546676,-3.3637002,precise,
Sanctuary of Sol Indiges,https://pleiades.stoa.org/places/135828744,sanctuary,41.647818403100300,12.437643838378400,precise,
Tomb of Lucius Ceius Serapio,https://pleiades.stoa.org/places/135433596,tomb,40.749051280921500,14.49379883188560,precise,
Sanctuary of Apollo Phanaios,https://pleiades.stoa.org/places/120643644,sanctuary,38.2070923,25.9305917,precise,
Cancellone necropolis,https://pleiades.stoa.org/places/127042385,cemetery,42.56921072551630,11.329289377609800,precise,
Necropolis of Santa Maria in Borraccia,https://pleiades.stoa.org/places/127042386,cemetery,42.5937801,11.3110786,precise,
Amphitheater of the Three Gauls,https://pleiades.stoa.org/places/127640903,sanctuary,45.77053021274110,4.8305390762060400,precise,
Sopka-2,https://pleiades.stoa.org/places/127640904,cemetery,55.62507940334840,76.74535073543100,precise,
Gallo-Roman fanum at Lapanouse-de-Cernon,https://pleiades.stoa.org/places/127288246,sanctuary,43.9959592,3.097576,precise,
Shore Temple of Mahabalipuram,https://pleiades.stoa.org/places/126644698,temple-2,12.6165359,80.1982819,precise,
Tofet,https://pleiades.stoa.org/places/126134430,cemetery,39.070612,8.4514782,precise,
Vacri Italic temple,https://pleiades.stoa.org/places/126860353,sanctuary,42.2647207,14.2361261,precise,
Pantheon,https://pleiades.stoa.org/places/128044615,temple-2,41.8988143,12.4768418,precise,
Temple 200 at Naga,https://pleiades.stoa.org/places/128897485,temple-2,16.26830172225880,33.27573102637320,precise,
Nové Zámky,https://pleiades.stoa.org/places/128472,cemetery,47.986065,18.164074,precise,
Nedakonice,https://pleiades.stoa.org/places/128464,cemetery,49.031232,17.385082,precise,
Połaniec,https://pleiades.stoa.org/places/128491,cemetery,50.433019,21.28065,precise,
Masłomęcz,https://pleiades.stoa.org/places/128452,cemetery,50.722389,23.892728,precise,
Gródek nad Bugiem,https://pleiades.stoa.org/places/128405,cemetery,50.79872,23.948536,precise,
Lovčice,https://pleiades.stoa.org/places/128445,cemetery,48.382227,17.686556,precise,
Malacky,https://pleiades.stoa.org/places/128449,cemetery,48.436336,17.018266,precise,
Kietrz,https://pleiades.stoa.org/places/128424,cemetery,50.080046,18.004139,precise,
Przeworsk-Gać,https://pleiades.stoa.org/places/128497,cemetery,50.058696,22.493776,precise,
Oblin,https://pleiades.stoa.org/places/128478,cemetery,51.695182,21.531213,precise,
Měnín (cemetery),https://pleiades.stoa.org/places/128454,cemetery,49.06649211489790,16.693666064819900,precise,
Mistelbach an der Zaya,https://pleiades.stoa.org/places/128459,cemetery,48.567483,16.572324,precise,
Nowa Wieś Wrocławska,https://pleiades.stoa.org/places/128475,cemetery,51.046225,16.916126,precise,
Opatów,https://pleiades.stoa.org/places/128480,cemetery,50.801822,21.427217,precise,
Očkov,https://pleiades.stoa.org/places/128479,cemetery,48.653437,17.764288,precise,
Láb,https://pleiades.stoa.org/places/128436,cemetery,48.365421,16.97227,precise,
Mušov,https://pleiades.stoa.org/places/128461,cemetery,48.899769,16.570851,precise,
Ostrovany,https://pleiades.stoa.org/places/128482,cemetery,49.062336,21.11668,precise,
Mikulov,https://pleiades.stoa.org/places/128457,cemetery,48.806744,16.638372,precise,
Giebułtów,https://pleiades.stoa.org/places/128400,cemetery,50.144644,19.880264,precise,
Neuruppersdorf,https://pleiades.stoa.org/places/128466,cemetery,48.756361,16.497521,precise,
Pillichsdorf,https://pleiades.stoa.org/places/128489,cemetery,48.364524,16.540025,precise,
Mannersdorf an der March,https://pleiades.stoa.org/places/128450,cemetery,48.389446,16.836939,precise,
Konopnica,https://pleiades.stoa.org/places/128430,cemetery,51.354236,18.823575,precise,
Niechmirów-Mała Wieś,https://pleiades.stoa.org/places/128467,cemetery,51.391121,18.762187,precise,
Břeclav,https://pleiades.stoa.org/places/128370,cemetery,48.760208,16.880741,precise,
Dobrodzień,https://pleiades.stoa.org/places/128392,cemetery,50.728726,18.445066,precise,
Borský Peter,https://pleiades.stoa.org/places/128367,cemetery,48.634674,17.218061,precise,
Drochlin,https://pleiades.stoa.org/places/128394,cemetery,50.728246,19.639056,precise,
Čierny Brod,https://pleiades.stoa.org/places/128382,cemetery,48.149648,17.659622,precise,
Cejkov,https://pleiades.stoa.org/places/128378,cemetery,48.467963,21.762506,precise,
Chorula,https://pleiades.stoa.org/places/128381,cemetery,50.53397,17.967521,precise,
Čačov,https://pleiades.stoa.org/places/128374,cemetery,48.676469,17.331827,precise,
Bešeňov,https://pleiades.stoa.org/places/128362,cemetery,48.044195,18.26152,precise,
Baumgarten an der March,https://pleiades.stoa.org/places/128359,cemetery,48.308038,16.870753,precise,
Chmielów Piaskowy,https://pleiades.stoa.org/places/128380,cemetery,50.941485,21.325474,precise,
Dębe,https://pleiades.stoa.org/places/128390,cemetery,51.799035,18.192486,precise,
Starachowice,https://pleiades.stoa.org/places/128517,cemetery,51.036828,21.070979,precise,
Stixneusiedl,https://pleiades.stoa.org/places/128520,sanctuary,48.041244,16.673598,precise,
Zawada,https://pleiades.stoa.org/places/128550,cemetery,50.558988,20.813725,precise,
Siemiechów,https://pleiades.stoa.org/places/128511,cemetery,51.42305,18.821345,precise,
Żabieniec,https://pleiades.stoa.org/places/128546,cemetery,50.864116,19.070791,precise,
Tarnów Opolski Roman Cemetery,https://pleiades.stoa.org/places/128526,cemetery,50.59057645424450,18.061161740776900,precise,
Zadowice,https://pleiades.stoa.org/places/128547,cemetery,51.656979,18.098991,precise,
Sandomierz-Krakówka,https://pleiades.stoa.org/places/128506,cemetery,50.671831,21.735073,precise,
Wymysłowo,https://pleiades.stoa.org/places/128544,cemetery,51.797353,17.010218,precise,
Šitbořice,https://pleiades.stoa.org/places/128513,cemetery,49.015918,16.774838,precise,
Šebastovce,https://pleiades.stoa.org/places/128509,cemetery,48.65495,21.270408,precise,
Velatice,https://pleiades.stoa.org/places/128533,cemetery,49.197656,16.753388,precise,
Zohor,https://pleiades.stoa.org/places/128553,cemetery,48.317456,16.982891,precise,
Sievering,https://pleiades.stoa.org/places/128512,sanctuary,48.252003,16.32249,precise,
Velké Němčice,https://pleiades.stoa.org/places/128535,cemetery,48.992541,16.675944,precise,
Vyškov,https://pleiades.stoa.org/places/128539,cemetery,49.276862,16.998235,precise,
Sládkovičovo,https://pleiades.stoa.org/places/128514,cemetery,48.204574,17.642433,precise,
Wrocław-Zakrzów,https://pleiades.stoa.org/places/128543,cemetery,51.115846,17.037203,precise,
Velké Hostěrádky,https://pleiades.stoa.org/places/128534,cemetery,49.031355,16.871194,precise,
Stráže-Krakovany,https://pleiades.stoa.org/places/128522,cemetery,48.608648,17.744701,precise,
Sanctuary of Hercules Victor,https://pleiades.stoa.org/places/124758312,sanctuary,41.963700768321100,12.792595578899900,precise,
Basílica de Son Peretó,https://pleiades.stoa.org/places/123971451,church-2,39.596446264294400,3.265140042791740,precise,
Via Livenza hypogeum,https://pleiades.stoa.org/places/123625165,tomb,41.9134776,12.4952373,precise,
Mausoleum of Galla Placidia,https://pleiades.stoa.org/places/122702818,church-2,44.4209526,12.197078900000000,precise,
Sanctuary of Amynos and Asklepios,https://pleiades.stoa.org/places/122735559,shrine,37.97134,23.72158,precise,
Via Basiliano necropolis,https://pleiades.stoa.org/places/122145682,cemetery,41.90057211203590,12.555920042652600,precise,
Silwan necropolis,https://pleiades.stoa.org/places/122408432,cemetery,31.7733,35.2368,precise,
Lyceum,https://pleiades.stoa.org/places/122572945,sanctuary,37.97403098290300,23.743379697192600,precise,
Necropoli delle Pianacce,https://pleiades.stoa.org/places/125758078,cemetery,42.9855674,11.884712,precise,
Basilica of the Sacred Heart (Paray-le-Monial),https://pleiades.stoa.org/places/125661871,church-2,46.4498238112118,4.121751853754590,precise,
Vaugrenier,https://pleiades.stoa.org/places/157943,temple,43.629649,7.118861,precise,
L’Acapte,https://pleiades.stoa.org/places/157797,sanctuary,43.061896,6.1486729,precise,
St. Pierre Cathedral,https://pleiades.stoa.org/places/157797874,church-2,46.20108829611000,6.148524489860100,precise,
Monument near Ghirza,https://pleiades.stoa.org/places/157793747,cemetery,30.998355,14.582482,precise,
La Calade,https://pleiades.stoa.org/places/157830,cemetery,43.432871,6.214172,precise,
Bordighera,https://pleiades.stoa.org/places/157823,cemetery,43.779807,7.66083,precise,
Fox-Amphoux,https://pleiades.stoa.org/places/157855,sanctuary,43.58614,6.101579,precise,
La Guérine,https://pleiades.stoa.org/places/157865,cemetery,43.412292,6.170482,precise,
Temple of Maharraqa,https://pleiades.stoa.org/places/151986836,temple-2,22.800667,32.547597,precise,
Necropolis of Ponte Messato,https://pleiades.stoa.org/places/151473899,cemetery,42.647099467511200,13.67648638869870,precise,
Tomb of the Kings near Enkomi,https://pleiades.stoa.org/places/158081397,tomb,35.175098,33.8899261,precise,
Odeon of Herodes Atticus,https://pleiades.stoa.org/places/154745711,odeon,37.970816016568800,23.72460690429870,precise,
Nālandā Mahavihara,https://pleiades.stoa.org/places/154636892,monastery,25.136397002348700,85.4434796266283,precise,
Pyramid of Sekhemkhet,https://pleiades.stoa.org/places/154462177,pyramid,29.86615293937250,31.213632077810600,precise,
Belvedere tomb,https://pleiades.stoa.org/places/15230118,tomb,42.8695165,10.9828734,precise,
Basilica di Santa Sinforosa,https://pleiades.stoa.org/places/899069439,church-2,41.944727852848000,12.663845954809100,precise,
Catacombs of Praetextatus,https://pleiades.stoa.org/places/899108647,cemetery,41.85877922005870,12.515306696642200,precise,
Souskiou-Vathyrkakas Cemetery,https://pleiades.stoa.org/places/89922848,cemetery,34.7242496,32.5864373,precise,
Dolciano,https://pleiades.stoa.org/places/890043101,cemetery,43.0381874,11.9323523,precise,
Horomos,https://pleiades.stoa.org/places/890816517,abbey,40.51987171060870,43.6291175244866,precise,
Uvecik Tepe,https://pleiades.stoa.org/places/897256486,tumulus,39.9001546,26.1997322,precise,
Tuvixeddu Punic necropolis,https://pleiades.stoa.org/places/89759493,cemetery,39.22861298559750,9.103318054337900,precise,
*Brocolitia,https://pleiades.stoa.org/places/89128,sanctuary,55.03386,-2.22258,precise,
Jandial Temple,https://pleiades.stoa.org/places/891186737,temple-2,33.7644782,72.828788,precise,
Basilica of St. Achillios,https://pleiades.stoa.org/places/898976062,basilica,39.64110341072910,22.415714843428900,precise,
Teleutskiy Vzvoz-I,https://pleiades.stoa.org/places/8989353,tumulus,53.4517,83.2121,precise,
Temple of Venus Genetrix,https://pleiades.stoa.org/places/898745908,temple-2,41.89405555347730,12.484783934203100,precise,
Kurh u kich,https://pleiades.stoa.org/places/894029,tomb,35.7565185,45.0445777,precise,
Qizqapan,https://pleiades.stoa.org/places/894075,tomb,35.831888,44.957068,precise,
Rijelat Umm Kubar,https://pleiades.stoa.org/places/894079,temple,33.844805,41.819485,precise,
Castelfusano Paleochristian basilica,https://pleiades.stoa.org/places/89479585,church-2,41.7115411,12.3487665,precise,
al-Tar,https://pleiades.stoa.org/places/894100,cemetery,32.397379,43.810504,precise,
Baghuz,https://pleiades.stoa.org/places/893953,cemetery,34.433797,40.989555,precise,
Burj al-Qa'im,https://pleiades.stoa.org/places/893965,temple,34.103607,43.960471,precise,
Necropoli del Fusco,https://pleiades.stoa.org/places/895916364,cemetery,37.0750458,15.2590759,precise,
Arzhan,https://pleiades.stoa.org/places/809343802,tumulus,52.095991801434500,93.7112290845951,precise,
Hosios Loukas,https://pleiades.stoa.org/places/809327743,church,38.394722,22.746667,precise,
Pyramid of Pepi I at Saqqarah,https://pleiades.stoa.org/places/800113525,tomb,29.8547523,31.2186043,precise,
Santu Misirinu,https://pleiades.stoa.org/places/807933372,sanctuary,40.480012,17.8607128,precise,
Drepanon Cemetery,https://pleiades.stoa.org/places/807935494,cemetery,38.319612879048100,21.85355390272260,precise,
Tomb of T. Claudius Secundus,https://pleiades.stoa.org/places/806179538,tomb,41.8372678,12.5371381,precise,
Capitolium,https://pleiades.stoa.org/places/806520372,temple-2,41.500895,13.6856435,precise,
Hasanaliler Basilica,https://pleiades.stoa.org/places/801596764,church-2,36.4638564,34.0861332,precise,
Fanum Pithiviers-le-Vieil,https://pleiades.stoa.org/places/808098070,sanctuary,48.163734,2.202981,precise,
"La Temple de la Madeleine, Geneva",https://pleiades.stoa.org/places/808424737,church-2,46.202055889749600,6.149332112689260,precise,
Sanctuary of Apollo Pythios,https://pleiades.stoa.org/places/804115670,sanctuary,37.5602844,24.3310299,precise,
Zorats Karer,https://pleiades.stoa.org/places/804126902,tomb,39.5508494,46.0290659,precise,
Poggio Gaiella,https://pleiades.stoa.org/places/803914505,tumulus,43.043751,11.9489614,precise,
Scargill Moors Roman shrines,https://pleiades.stoa.org/places/803832320,shrine,54.489479,-2.0040575,precise,
Mausoleo di Monte dell'Incastro,https://pleiades.stoa.org/places/803270681,tomb,41.9679468,12.6687641,precise,
odeion at Canatha,https://pleiades.stoa.org/places/805979806,odeon,32.75607966078480,36.61894119613360,precise,
Nuri,https://pleiades.stoa.org/places/805640,cemetery,18.5642723,31.9160738,precise,
el Kurru,https://pleiades.stoa.org/places/805623,tomb,18.4089057,31.7704612,precise,
Musawwarat,https://pleiades.stoa.org/places/805632,sanctuary,16.41309446297000,33.32376176458750,precise,
Prummu?/Primii?,https://pleiades.stoa.org/places/805649,sanctuary,19.604262261028000,30.422108620667500,precise,
"Temple of Iuno Sospita, Lanuvium",https://pleiades.stoa.org/places/879109673,temple-2,41.6779167,12.6988018,precise,
Tsepi at Marathon,https://pleiades.stoa.org/places/877327047,cemetery,38.12876360843890,23.96633478356940,precise,
Temple of Amon (Karnak),https://pleiades.stoa.org/places/877521474,temple-2,25.71835341886450,32.65833175928820,precise,
Temple of Athena (Ilium),https://pleiades.stoa.org/places/877521473,temple-2,39.9577892,26.2392134,precise,
So-called West Church in Apollonia,https://pleiades.stoa.org/places/876619727,basilica,32.9014202956791,21.96663370261660,precise,
Monopteros,https://pleiades.stoa.org/places/87615187,shrine,37.97547925,23.72387785,precise,
Temple of Jupiter Optimus Maximus,https://pleiades.stoa.org/places/871801169,temple-2,41.892222,12.481667,precise,
Temple de Saint-Gervais,https://pleiades.stoa.org/places/878719594,church-2,46.20648301594420,6.140990118678240,precise,
Gialia Monastery,https://pleiades.stoa.org/places/878103249,monastery,35.0895042,32.5550461,precise,
Māhān,https://pleiades.stoa.org/places/878177648,tomb,30.059836815469300,57.290016780933900,precise,
Surb Tadeos,https://pleiades.stoa.org/places/874709,sanctuary,39.09232646048950,44.54436659555360,precise,
Guzana (Tell Halaf),https://pleiades.stoa.org/places/874739,sanctuary,36.8267304,40.039676566666700,precise,
Zarnuqa,https://pleiades.stoa.org/places/874798,temple,37.455792,42.098792,precise,
Tatev,https://pleiades.stoa.org/places/874798111,church,39.3790718,46.2503321,precise,
Musaifna,https://pleiades.stoa.org/places/874611,church-2,36.795828,42.651252,precise,
Qasr Serij,https://pleiades.stoa.org/places/874655,church,36.53173,42.508844,precise,
Vigna Randanini,https://pleiades.stoa.org/places/874652177,cemetery,41.8585402,12.5134707,precise,
Glale,https://pleiades.stoa.org/places/874485,temple,37.350618,42.436399,precise,
"Glak, Mon.",https://pleiades.stoa.org/places/874484,church,38.952739,41.164555,precise,
Fakhrikah,https://pleiades.stoa.org/places/874471,temple,36.888117,45.841443,precise,
"Cyriacus, Mon.",https://pleiades.stoa.org/places/874439,church,37.514899,40.770504,precise,
Mausoleum of Galba,https://pleiades.stoa.org/places/874446852,tomb,41.33466622459240,13.321307151591000,precise,
"Apostoli, Mon.",https://pleiades.stoa.org/places/874330,church,38.695461,41.521677,precise,
Hypogeum of Trebius Giustus,https://pleiades.stoa.org/places/874332557,tomb,41.873765,12.5159997,precise,
"Iohannes Urtius, Mon.",https://pleiades.stoa.org/places/874524,church,37.937557,40.235101,precise,
Mar Yohannon,https://pleiades.stoa.org/places/874586,church,37.198257,41.430776,precise,
Mar Matta,https://pleiades.stoa.org/places/874581,sanctuary,36.4903402,43.4422914,precise,
Mar Abrohom,https://pleiades.stoa.org/places/874578,church,37.211579,41.473406,precise,
Mar Awgin,https://pleiades.stoa.org/places/874579,church,37.187038,41.409741,precise,
"Mar Samuel, Simeon",https://pleiades.stoa.org/places/874583,church,37.334281,41.548571,precise,
Mar Melki,https://pleiades.stoa.org/places/874582,monastery,37.231912,41.411144,precise,
"Kamul, Mon.",https://pleiades.stoa.org/places/874536,church,37.344308,42.404847,precise,
Mar Abay,https://pleiades.stoa.org/places/874577,sanctuary,37.594831,40.954207,precise,
"Hlahlah, Mon.",https://pleiades.stoa.org/places/874510,church,37.401944,42.144166,precise,
Temple of Artemis at Ephesus,https://pleiades.stoa.org/places/873985034,temple-2,37.94973229001690,27.36370641665510,precise,
Temple of Demeter,https://pleiades.stoa.org/places/87367171,temple-2,37.4394316256056,21.724393684898600,precise,
Cybele sanctuary,https://pleiades.stoa.org/places/87367170,sanctuary,51.1838713,6.7174416,precise,
Malthi chamber tomb,https://pleiades.stoa.org/places/87367172,tomb,37.263819023526100,21.876932446105700,precise,
Eastern sanctuary,https://pleiades.stoa.org/places/873891351,sanctuary,41.891111,12.721667,precise,
Glyfa,https://pleiades.stoa.org/places/873325866,cemetery,38.97258382110820,22.99891354826210,precise,
Sanctuary of Pan at Paneas,https://pleiades.stoa.org/places/872106931,sanctuary,33.248758961729300,35.69469435773490,precise,
San Nicola in Carcere,https://pleiades.stoa.org/places/872350435,church-2,41.89108714289690,12.479943599915000,precise,
