title,uri,type,representative_latitude,representative_longitude,location_precision,
Buston VI Necropolis,https://pleiades.stoa.org/places/875060625,cemetery,37.4485658,67.1047074,precise,
Tomb of Hetepheres I,https://pleiades.stoa.org/places/875774713,tomb,29.9790508,31.1359926,precise,
Tomb of Eumachia,https://pleiades.stoa.org/places/869803559,tomb,40.74898,14.493555,precise,
Temple of Jupiter Anxur,https://pleiades.stoa.org/places/867719962,temple-2,41.29112137681310,13.259730192003700,precise,
Agamemnoneion of Mycenae,https://pleiades.stoa.org/places/867848906,shrine,37.7213897,22.7534676,precise,
Catacombs of Domitilla,https://pleiades.stoa.org/places/867414858,cemetery,41.858730904396200,12.505590286596400,precise,
Valley Temple of Khafre,https://pleiades.stoa.org/places/866038914,temple-2,29.9749623,31.1381113,precise,
Temple of Iuno Moneta at Signia,https://pleiades.stoa.org/places/866779647,temple-2,41.696925,13.024731,precise,
Pyramid of Khafre,https://pleiades.stoa.org/places/866839043,pyramid,29.9769101,31.1296934,precise,
Mausoleum of Theodoric,https://pleiades.stoa.org/places/861709371,church-2,44.42504182723590,12.20914642111100,precise,
Tomba del Timpano,https://pleiades.stoa.org/places/861485761,tomb,37.3830326,14.6652855,precise,
Abba Garima Monastery,https://pleiades.stoa.org/places/864901685,monastery,14.160596369759100,38.95276027890930,precise,
Temple of Claudius,https://pleiades.stoa.org/places/86419549,temple-2,51.890594,0.903104,precise,
Kasta tomb,https://pleiades.stoa.org/places/864330772,tumulus,40.8401571,23.8626788,precise,
Jvari,https://pleiades.stoa.org/places/863813,temple,41.8377545,44.731985,precise,
Leukothea,https://pleiades.stoa.org/places/863835,temple,41.7246105,43.167032500000000,precise,
Manglisi,https://pleiades.stoa.org/places/863839,temple,41.696438,44.370753,precise,
Abbaye Saint-Pierre de Moissac,https://pleiades.stoa.org/places/862761171,church,44.1052562,1.0845822,precise,
Roman Temple of Évora,https://pleiades.stoa.org/places/862813573,temple-2,38.5726955,-7.9074749,precise,
Sanctuary at Agios Konstantinos (Methana),https://pleiades.stoa.org/places/865726154,sanctuary,37.593989103172000,23.401699662098100,precise,
Basilica of San Clemente al Laterano,https://pleiades.stoa.org/places/865664297,church,41.889264,12.4972143,precise,
Temple of Athena Makistos,https://pleiades.stoa.org/places/865194823,sanctuary,37.60460557131150,21.675811732442800,precise,
Maleme,https://pleiades.stoa.org/places/865194824,tomb,35.5234729,23.8325965,precise,
Shunet ez Zebib,https://pleiades.stoa.org/places/819299274,sanctuary,26.1888854,31.9084936,precise,
San Menna,https://pleiades.stoa.org/places/810614607,church-2,41.891775,12.486137,rough,
Ara Pacis Augustae,https://pleiades.stoa.org/places/816091000,temple-2,41.9028424,12.4790948,precise,
Mithraeum of Felicissimus,https://pleiades.stoa.org/places/81616357,shrine,41.7543294,12.2916387,precise,
Sokolova Mohyla,https://pleiades.stoa.org/places/816186709,tumulus,47.267078013349700,31.733958522743700,precise,
Sanctuary of Hathor (Serabit el-Khadim),https://pleiades.stoa.org/places/816186710,sanctuary,29.036709009581300,33.45941085303450,precise,
Temple of Hercules,https://pleiades.stoa.org/places/816145903,temple-2,38.075978601796500,14.695937017585000,precise,
Tomb Garden of Aur(elius) Inachus,https://pleiades.stoa.org/places/811119037,tomb,,,rough,
Doric temple,https://pleiades.stoa.org/places/81187433,temple-2,40.7482879,14.4879835,precise,
"Church of Saint Alexander Nevsky, Jerusalem",https://pleiades.stoa.org/places/811589743,church-2,31.7781175,35.2306869,precise,
Ain Dara temple,https://pleiades.stoa.org/places/818918654,temple-2,36.459628,36.8525669,precise,
Ruwwafah,https://pleiades.stoa.org/places/814729,temple,27.74252,36.277823,precise,
Audleystown Court Cairn,https://pleiades.stoa.org/places/815733687,tomb,54.3779515,-5.5968913,precise,
Pythion,https://pleiades.stoa.org/places/815693600,shrine,37.96740788786610,23.73168355684290,precise,
Tombs of the Festoons and Frontespizio,https://pleiades.stoa.org/places/815485003,tomb,41.8350037,12.539648500000000,precise,
Frontovoe 3 Cemetery,https://pleiades.stoa.org/places/815435568,cemetery,44.672701,33.723951,precise,
San Pietro a Badia Pozzeveri,https://pleiades.stoa.org/places/81533409,church,43.8206237,10.6559363,precise,
Saint Hripsime Church,https://pleiades.stoa.org/places/889074702,church,40.166992,44.309675,precise,
Odeon of Lyon,https://pleiades.stoa.org/places/88972955,odeon,45.75871319059100,4.819695554806710,precise,
Basilica of Sant'Apollinare in Classe,https://pleiades.stoa.org/places/880538993,church,44.38029380473330,12.233011426940300,precise,
Temple of the Sibyl,https://pleiades.stoa.org/places/88165959,temple-2,41.96677368342950,12.800834494600400,precise,
Middle Mithraeum,https://pleiades.stoa.org/places/888637999,temple-2,,,rough,
Early Mithraeum,https://pleiades.stoa.org/places/888637998,temple-2,34.74902880490810,40.72780767743870,rough,
Temple of Zeus Megistos,https://pleiades.stoa.org/places/888638011,temple-2,34.747199259082000,40.73268391161840,precise,
Christian House Church,https://pleiades.stoa.org/places/888638007,church-2,34.74563489415040,40.72778262549970,precise,
Temple X9,https://pleiades.stoa.org/places/888638051,temple-2,34.751977141493300,40.72840938613190,precise,
Temple of Artemis Nanaia,https://pleiades.stoa.org/places/888638010,temple-2,34.74653456287710,40.73066395273990,precise,
Temple of The Gadde,https://pleiades.stoa.org/places/888638017,temple-2,34.74738511639330,40.73074970520260,precise,
Late Mithraeum,https://pleiades.stoa.org/places/888638000,temple-2,34.750033966721300,40.72565788589010,precise,
Temple of Zeus Kyrios/Baal-Shamin,https://pleiades.stoa.org/places/888638016,temple-2,34.74503799938510,40.7279225166538,precise,
Temple of The Roman Archers,https://pleiades.stoa.org/places/888638019,temple-2,34.750605267243800,40.7308580698964,precise,
Temple in Block X7,https://pleiades.stoa.org/places/888638003,temple-2,34.751078458552400,40.728920240084,precise,
Temple of Aphlad,https://pleiades.stoa.org/places/888638015,temple-2,34.743995643695500,40.72850218185140,precise,
Temple of Bêl,https://pleiades.stoa.org/places/888638014,temple-2,34.75091855033260,40.72577253576750,precise,
Temple of Atargatis,https://pleiades.stoa.org/places/888638018,temple-2,34.746840940566400,40.73099575377560,precise,
Military Zeus Temple,https://pleiades.stoa.org/places/888638052,temple-2,34.750556729671800,40.73128728578210,precise,
Temple of Adonis,https://pleiades.stoa.org/places/888638013,temple-2,34.74760619172410,40.72747008090520,precise,
Sanctuary 18/19,https://pleiades.stoa.org/places/888638049,sanctuary,34.75033114027490,40.727299397197600,precise,
Temple of Zeus Theos,https://pleiades.stoa.org/places/888638012,temple-2,34.749106921231300,40.7311720802574,precise,
Mogil'nik Maĭtan,https://pleiades.stoa.org/places/888625052,cemetery,50.093610208844400,74.4499472422452,precise,
Santa Maria in Domnica,https://pleiades.stoa.org/places/888830081,church-2,41.88534033438610,12.4953092671193,precise,
Necropoli di San Placido,https://pleiades.stoa.org/places/888447551,cemetery,38.1991115,15.5566775,precise,
Faras Cathedral,https://pleiades.stoa.org/places/884719317,church-2,22.181667,31.496944,precise,
Theban Tomb 414 (TT 414),https://pleiades.stoa.org/places/884719316,tomb,25.733607365932100,32.614403050243100,precise,
Ghalekuti,https://pleiades.stoa.org/places/884156,cemetery,36.89465,49.948933,precise,
Khoramrud,https://pleiades.stoa.org/places/884170,cemetery,36.834697,49.945294,precise,
Djouban,https://pleiades.stoa.org/places/884144,cemetery,36.861376,49.441747,precise,
Amaras,https://pleiades.stoa.org/places/884113,church-2,39.683705,47.057371,precise,
Nauruz Mahale,https://pleiades.stoa.org/places/884187,cemetery,36.893034,49.897864,precise,
Karaftu,https://pleiades.stoa.org/places/884168,temple,36.266666,46.849999,precise,
Djönü,https://pleiades.stoa.org/places/884143,cemetery,38.758608,48.743498,precise,
Germi,https://pleiades.stoa.org/places/884155,cemetery,39.034999,48.079999,precise,
Hassan Mahale,https://pleiades.stoa.org/places/884162,cemetery,36.847076,49.87087,precise,
Shah Pir,https://pleiades.stoa.org/places/884205,cemetery,36.83734,49.42787,precise,
Shiman,https://pleiades.stoa.org/places/884209,cemetery,36.824628,49.424704,precise,
Takht-i Bilqis,https://pleiades.stoa.org/places/884218,temple,36.661458,47.274938,precise,
Tomadjan,https://pleiades.stoa.org/places/884220,cemetery,36.490925,51.23189,precise,
San Crisogono,https://pleiades.stoa.org/places/883684762,church,41.889112637863900,12.473517548633500,precise,
Chapel of Hakor,https://pleiades.stoa.org/places/885585406,temple-2,25.718774097333500,32.655986994065300,precise,
Novochigol'skie kurgan,https://pleiades.stoa.org/places/849572079,cemetery,51.222079,40.512562,precise,
Chûn Quoit,https://pleiades.stoa.org/places/847951890,tumulus,50.1485947,-5.6377411,precise,
Alahana Parivena,https://pleiades.stoa.org/places/847284570,monastery,7.962000703075720,81.00359526256700,precise,
Kidmuri temple (Kalhu),https://pleiades.stoa.org/places/846526213,temple-2,36.100316,43.328448,precise,
Tombs of the Kings,https://pleiades.stoa.org/places/848646653,tomb,34.775516386146400,32.40548995597750,precise,
Kalekapı,https://pleiades.stoa.org/places/844960,tomb,41.56281,34.073832,precise,
Kırktepeler,https://pleiades.stoa.org/places/844985,tumulus,41.569576,34.093785,precise,
İskilip,https://pleiades.stoa.org/places/844955,temple,40.770117,34.363792,precise,
Hambarkaya,https://pleiades.stoa.org/places/844943,tomb,41.411205,35.034216,precise,
Hambarkaya,https://pleiades.stoa.org/places/844942,tomb,41.167467,34.675441,precise,
Asağı Güney,https://pleiades.stoa.org/places/844868,tomb,41.185198,32.903236,precise,
Beşdut,https://pleiades.stoa.org/places/844876,temple,40.703576,33.965162,precise,
Tombs of the Buccii and Melissaei,https://pleiades.stoa.org/places/844519765,tomb,40.75168673452320,14.480792084890100,precise,
Necropoli Orti della Maddalena,https://pleiades.stoa.org/places/842333631,cemetery,38.1840592,15.5494913,precise,
Sipahiler,https://pleiades.stoa.org/places/845063,temple-2,41.134943,32.449381,precise,
"Poseidon, T.",https://pleiades.stoa.org/places/845043,sanctuary,41.686799,32.250706,precise,
Tepecik,https://pleiades.stoa.org/places/845078,tumulus,41.467515,34.169737,precise,
Sallar,https://pleiades.stoa.org/places/845053,tomb,41.547875,34.662639,precise,
Great Temple of Hera,https://pleiades.stoa.org/places/84509361,temple-2,37.67187549411410,26.885463581041800,precise,
Temple of Artemis Orthosia,https://pleiades.stoa.org/places/845103545,temple-2,37.63644093578650,23.150324384955500,precise,
Aleksandrovo tumulus,https://pleiades.stoa.org/places/845876618,tumulus,41.9794389,25.738738,precise,
"Tomba Lattanzi, Norchia",https://pleiades.stoa.org/places/839097640,tomb,42.342959732278700,11.943529903242900,precise,
Casale Vignale necropolis,https://pleiades.stoa.org/places/830662330,cemetery,42.2253947,12.0017767,precise,
Tomb of Theron,https://pleiades.stoa.org/places/830186656,tomb,37.2888151,13.5860022,precise,
Basilica of Saint-Pierre-aux-Nonnains,https://pleiades.stoa.org/places/837735181,church,49.1152035,6.1692243,precise,
Asklepieion of Trikka,https://pleiades.stoa.org/places/837465042,sanctuary,39.55655470929830,21.764807108564100,precise,
Temple of Ellesyia,https://pleiades.stoa.org/places/837295553,temple-2,22.622568,31.962662,precise,
"Temple of Hercules, Lanuvium",https://pleiades.stoa.org/places/836984433,temple-2,41.67372089890390,12.697347003502700,precise,
Preah Khan,https://pleiades.stoa.org/places/836684868,temple-2,13.46064242958710,103.87399086564400,precise,
Theban necropolis,https://pleiades.stoa.org/places/836839127,cemetery,25.716883000974100,32.606050793557700,precise,
Guglia di Marcello,https://pleiades.stoa.org/places/836462857,tomb,37.14051991837200,15.210132997797500,precise,
Sanctuary of Aphrodite/Isis,https://pleiades.stoa.org/places/831413464,shrine,37.9708479,23.726015,precise,
Catacomb of Ponziano,https://pleiades.stoa.org/places/838349787,cemetery,41.8774656,12.4628879,precise,
Church of Panagia Chalkeon,https://pleiades.stoa.org/places/834862589,church,40.636826,22.943669,precise,
Great Mosque of the Umayyads,https://pleiades.stoa.org/places/833129569,mosque,33.51158693541350,36.3066092133522,precise,
Odeion of Agrippa,https://pleiades.stoa.org/places/832198698,odeon,37.975066954784700,23.723146640288200,precise,
Gaimanova Mogila,https://pleiades.stoa.org/places/83210806,tumulus,47.347387,34.863786,precise,
Acropolis of Cumae,https://pleiades.stoa.org/places/832104041,sanctuary,40.849,14.054,precise,
Lower Church at Banganarti,https://pleiades.stoa.org/places/832870385,church-2,18.166689000000000,30.784909100000000,precise,
Sepulcretum,https://pleiades.stoa.org/places/832482572,cemetery,41.891975510326300,12.48681575713870,precise,
Housesteads Mithraeum,https://pleiades.stoa.org/places/832240145,temple-2,55.010302,-2.329043,precise,
Older Parthenon,https://pleiades.stoa.org/places/832255771,temple-2,37.971503350000000,23.72661765,precise,
Mahabalipuram,https://pleiades.stoa.org/places/835093310,sanctuary,12.6200965,80.193234,precise,
Carrowmore Megalithic Cemetery,https://pleiades.stoa.org/places/835780234,cemetery,54.2507999,-8.519667,precise,
Libersart,https://pleiades.stoa.org/places/835787596,tumulus,50.654890450000000,4.7217263,precise,
Temple of Asclepius,https://pleiades.stoa.org/places/83544252,temple-2,40.7493086,14.4886183,precise,
Temple C,https://pleiades.stoa.org/places/820369856,temple-2,41.8952077,12.4766288,precise,
Temple A,https://pleiades.stoa.org/places/820369854,temple-2,41.89564481605660,12.476793860172800,precise,
Temple of Apollo at Hierapolis,https://pleiades.stoa.org/places/827909265,temple-2,37.92692266750590,29.126528992401600,precise,
Ta' Ħaġrat Temple Complex,https://pleiades.stoa.org/places/826976465,sanctuary,35.9187151,14.3687243,precise,
Untitled,https://pleiades.stoa.org/places/826727,tumulus,47.202125,39.435637,precise,
Mokraya Balka cemetery,https://pleiades.stoa.org/places/821620980,cemetery,43.883660214494900,42.65836065204140,precise,
Sanctuary of Aphrodite Paphia,https://pleiades.stoa.org/places/828989863,sanctuary,34.7068294,32.5736088,precise,
Santuario di Maria Santissima del Lattani,https://pleiades.stoa.org/places/824715367,church-2,41.3032542,13.9846392,precise,
Torre de San Josep,https://pleiades.stoa.org/places/823633465,tomb,38.5163318,-0.1970617,precise,
Temple of Mars Ultor,https://pleiades.stoa.org/places/823121346,temple-2,41.89432062746640,12.486881846550300,precise,
Donon,https://pleiades.stoa.org/places/822279250,sanctuary,48.51254053414090,7.164424472243270,precise,
St. Ulrich,https://pleiades.stoa.org/places/822279249,sanctuary,48.758313,7.016562,precise,
Temple of Hercules Victor,https://pleiades.stoa.org/places/825969667,temple-2,41.88874023919560,12.480769229632600,precise,
"Lateran Basilica, Palace, and Castra Nova equitum singularium",https://pleiades.stoa.org/places/825912337,church,41.885906,12.506156,precise,
Naga ed-Deir,https://pleiades.stoa.org/places/825074423,cemetery,26.366667,31.9,precise,
Pontic rock-cut tombs,https://pleiades.stoa.org/places/825080162,tomb,40.6529947,35.829145,precise,
Voskresenskiy,https://pleiades.stoa.org/places/825422,tumulus,44.960253,37.314578,precise,
Ul'skiye Kurgany,https://pleiades.stoa.org/places/825414,tumulus,45.134949,39.694986,precise,
Ust'- Labinskaya,https://pleiades.stoa.org/places/825415,tumulus,45.214401,39.689196,precise,
Tsarskaya,https://pleiades.stoa.org/places/825409,tumulus,44.355947,40.411775,precise,
Zubovskiy Khutor,https://pleiades.stoa.org/places/825433,tumulus,45.298685,40.439491,precise,
Yaroslavskaya,https://pleiades.stoa.org/places/825425,tumulus,44.612235,40.462916,precise,
Tbilisskaya,https://pleiades.stoa.org/places/825400,tumulus,45.362909,40.182948,precise,
Voronezhskaya,https://pleiades.stoa.org/places/825421,tumulus,45.218767,39.565966,precise,
Pyatibratniye,https://pleiades.stoa.org/places/825361,tumulus,47.288262,39.800297,precise,
Krasnoye Znamya,https://pleiades.stoa.org/places/825306,tumulus,44.660395,42.680348,precise,
