Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
10272350,"🌍 Phlegyas (Boiotia) unlocatable city in Boiotia, near Orchomenos",city,10,"unlocatable city in Boiotia, near Orchomenos",Place,,22.978315,38.494575333333,,,,,8253969,🌍 Orchomenos (Boiotia) city in Boiotia,540987,"22.978315, 38.494575333333",,,,
10272210,🌍 Mesate (Asia Minor) promontory in Ionia,cape,1,promontory in Ionia,Place,550733,26.31361,38.37715,,,,,,,,,,,,
10272206,🌍 Rhamnous (Attica) town in Attica,town,4,town in Attica,Place,580097,24.0275535,38.2230725,,,,,,,,,,,,
10271714,🌍 Panionion (Ionia) city located in Ionia,city,1,city located in Ionia,Place,599855,27.280208,37.707373,,,,,,,,,,,,
10270799,🌍 Ichnoussa (alt. Sardinia) alternative name for Sardinia,island,2,alternative name for Sardinia,Place,,,,,,,,,,,,8254032,🌍 Sardinia (island) island near Italy,472014,"8.9575168895866, 39.871086953323"
10270779,🌍 Olmones (Boiotia) city in Boiotia,city,3,city in Boiotia,Place,540980,23.098888,38.541908,,,,,,,,,,,,
10270714,🌍 Dardania (alt. Samothrace) alternative name for Samothrace,island,1,alternative name for Samothrace,Place,,,,,,,,,,,,9615907,🌍 Samothrace (island) island in the Aegean Sea,501597,"25.582000000000004, 40.453"
10270214,🌍 Mount Laphystios (Boiotia),mountain,7,,Place,,22.957112,38.391204,,,,,9651955,🌍 Coroneia (Boiotia) city in Boiotia,540717,"22.957112, 38.391204",,,,
10270194,🌍 Scyppion (Ionia) city near Colophon in Asia Minor,city,2,city near Colophon in Asia Minor,Place,,27.1483085,38.108253,,,,,8195131,🌍 Colophon (Ionia) city in Ionia,599577,"27.1483085, 38.108253",,,,
10268993,🌍 the Street of Silence (Elis),street,1,,Place,,21.375091,37.891781,9614046,🌍 Elis (city) city in Elis,570220,"21.375091, 37.891781",,,,,,,,
10268953,🌍 Dyspontion (Elis) city in Elis,city,2,city in Elis,Place,,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10268892,🌍 Harpina (Elis) city in Elis,city,5,city in Elis,Place,570278,21.674729,37.648791,,,,,,,,,,,,
10268885,🌍 Teos (Asia Minor) city in Asia Minor,city,12,city in Asia Minor,Place,550913,26.785397,38.185491,,,,,,,,,,,,
10268856,🌍 Phrixa (Elis) city in Elis,city,2,city in Elis,Place,570609,21.71145,37.635009,,,,,,,,,,,,
10268844,🌍 the Ridge of Sauros (Elis) unlocatable ridge near river Erymanthos,ridge,2,unlocatable ridge near river Erymanthos,Place,,21.75,37.75,,,,,10268847,🌍 River Erymanthos (Elis/Arcadia) river in Elis/Arcadia,570237,"21.75, 37.75",,,,
10268824,🌍 Thronion (Thesprotia) city in Thesprotia,city,3,city in Thesprotia,Place,484015,19.5,40.5,,,,,9587579,🌍 the Ceraunian Mountains (N. Greece) mountain range in northern Greece,481785,"19.5, 40.5",,,,
10267746,"🌍 the Sanctuary of Athena Narcaia (Elis?) unlocated cult, probably in Elis",sanctuary,1,"unlocated cult, probably in Elis",Place,,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10267722,🌍 Orthia (Elis) unlocatable city in Elis,city,1,unlocatable city in Elis,Place,573420,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10267715,🏛️ the House of Aleos (Tegea) in Tegea,house,1,in Tegea,Landmark,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10267703,🌍 Macedonia (N. Greece) region in Northern Greece,region,26,region in Northern Greece,Place,491656,21.75,41.25,,,,,,,,,,,,
10267690,🌍 Hippothoetis (Arcadia) a deme of Tegea in Arcadia,deme,1,a deme of Tegea in Arcadia,Place,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10267689,🌍 Scillos (Elis) city in Elis,city,1,city in Elis,Place,570674,21.602752,37.609552,,,,,,,,,,,,
10267624,🌍 Anactoria (alt. Miletos) alternative name for area around Miletos,region,2,alternative name for area around Miletos,Place,,,,,,,,,,,,9612865,🌍 Miletos (Asia Minor) city in Asia Minor,599799,"27.278316833332998, 37.522904733333"
10267623,🌍 Mount Pieria (N. Greece),mountain,21,,Place,,22.4247924913,40.130028116,,,,,8358998,🌍 Pieria (N. Greece) region in northern Greece,491696,"22.4236465, 40.130203",,,,
10267610,🌍 Ascra (Boiotia) city in Boiotia,city,3,city in Boiotia,Place,540670,23.075384,38.328222,,,,,,,,,,,,
10267088,🌍 Astacos (alt. Nicomedia) alternative name for Nicomedia,city,1,alternative name for Nicomedia,Place,,,,,,,,,,,,10146662,🌍 Nicomedia (Asia Minor) city in Asia Minor,511337,"29.919887, 40.7651905"
10217946,🌍 River Cladeos (Elis) river in Elis,river,1,river in Elis,Place,570358,21.634716211929,37.667605075305,,,,,,,,,,,,
10215661,"🌍 Ortygia (island) island off Sicily, sometimes identified as the birthplace of Artemis",island,4,"island off Sicily, sometimes identified as the birthplace of Artemis",Place,462402,15.29293,37.0570712,,,,,,,,,,,,
10215577,🌍 River Acidas (Elis) river in Elis,river,1,river in Elis,Place,573064,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10215493,🌍 River Bady (Elis) river in Elis,river,1,river in Elis,Place,573137,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10214997,🌍 the Stadium at Olympia where the games are held,stadium,2,where the games are held,Place,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
10214970,🌍 Lake Acherousia (Argolid),lake,1,,Place,,23.243591,37.385218,9055302,"🌍 Hermion (Argolid) city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",570292,"23.243591, 37.385218",,,,,,,,
10214967,🌍 the Place of Clymenos (Hermion) location near the Sanctuary of Clymenos,site,2,location near the Sanctuary of Clymenos,Place,,23.243591,37.385218,9055302,"🌍 Hermion (Argolid) city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",570292,"23.243591, 37.385218",,,,,,,,
10214958,"🌍 Genethlion (Troizen) birthplace of Theseus, near Troizen",site,2,"birthplace of Theseus, near Troizen",Place,,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10214872,"🌍 Sphairia (alt. Sacred Island) alternative name for Sacred Island, off Troizen in the Argolid",island,2,"alternative name for Sacred Island, off Troizen in the Argolid",Place,,,,,,,,,,,,10214871,🌍 Sacred Island (Argolid) island off Troizen in the Argolid,573531,
10214871,🌍 Sacred Island (Argolid) island off Troizen in the Argolid,island,4,island off Troizen in the Argolid,Place,573531,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10214844,🌍 Mount Pontinos (Argolid) mountain in the Argolid,mountain,1,mountain in the Argolid,Place,573475,22.7183258,37.5512409,,,,,,,,,,,,
10214834,🌍 Scyllaion (Argolid) promontory in the Argolid,cape,5,promontory in the Argolid,Place,570679,23.523,37.435,,,,,,,,,,,,
10214829,"🌍 the Site of Persephone's abduction (Argolid) near Lerna, marked by a peribolos of stones",site,2,"near Lerna, marked by a peribolos of stones",Place,,22.7183258,37.5512409,,,,,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,
10214814,🌍 Mount Olympos (alt. Mt Lycaion) alternative name for Mount Lycaion in Arcadia,mountain,1,alternative name for Mount Lycaion in Arcadia,Place,,,,,,,,,,,,10113585,🌍 Mount Lycaion (Arcadia) mountain in Arcadia,570441,"21.975, 37.456944"
10214777,🌍 Mount Thornax (alt. Mt Coccygion) alternative name for Mount Coccygion,mountain,1,alternative name for Mount Coccygion,Place,,,,,,,,,,,,10214776,🌍 Mount Coccygion (Argolid) mountain in the Argolid,573294,
10214776,🌍 Mount Coccygion (Argolid) mountain in the Argolid,mountain,6,mountain in the Argolid,Place,573294,22.893213598441,37.597560321264,,,,,9369036,🌍 the Argolid region in the Peloponnese,570104,"22.893213598441, 37.597560321264",,,,
10214658,🌍 the Athamantian Plain (Boiotia),plain,2,,Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
10214656,🏛️ the Dragging of Antigone (Thebes) area west of Thebes near the Neistan Gates,site,4,area west of Thebes near the Neistan Gates,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10214637,🌍 Alexiarous (Boiotia) town in Boiotia,town,1,town in Boiotia,Place,543621,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
10214627,🌍 Triodoi (Arcadia) in Arcadia,site,1,in Arcadia,Place,573570,,,,,,,10137163,🌍 Soumatia (Arcadia) city in Arcadia,573529,,,,,
10214579,🌍 the Racecourse of Atalante (Arcadia),racecourse,2,,Place,,,,10214571,🌍 Schoinos (Arcadia) in Arcadia,,,,,,,,,,
10214571,🌍 Schoinos (Arcadia) in Arcadia,site,3,in Arcadia,Place,,,,,,,,10214564,🌍 Phalanthos (Arcadia) city in Arcadia,573443,,,,,
10214559,🌍 Molourian Rocks (Argolid) near Sciron's Rocks near Megara,rocks,4,near Sciron's Rocks near Megara,Place,,,,,,,,8188811,🌍 the Rocks of Sceiron (Megarid),573517,,,,,
10214539,🌍 Paroria (Arcadia) city in Arcadia,city,2,city in Arcadia,Place,570562,22.139365,37.484682,,,,,,,,,,,,
10214535,🌍 Zoitia (Arcadia) city in Arcadia,city,2,city in Arcadia,Place,570765,22.141115,37.468145,,,,,,,,,,,,
10214517,🌍 Ace (Arcadia) region of Arcadia,region,3,region of Arcadia,Place,,,,,,,,10214510,🌍 Maniai (Arcadia) region of Arcadia,573357,,,,,
10214510,🌍 Maniai (Arcadia) region of Arcadia,region,3,region of Arcadia,Place,573357,22.1273485,37.4124175,,,,,10214482,🌍 Megalopolis (Arcadia) Arcadian city founded in the 4th century BCE,570467,"22.1273485, 37.4124175",,,,
10214506,🌍 Chryse (island) an island near Lemnos,island,1,an island near Lemnos,Place,,25.249999999999996,39.916667,,,,,8188820,🌍 Lemnos (island) island in the Aegean Sea,550693,"25.249999999999996, 39.916667",,,,
10214482,🌍 Megalopolis (Arcadia) Arcadian city founded in the 4th century BCE,city,6,Arcadian city founded in the 4th century BCE,Place,570467,22.1273485,37.4124175,,,,,,,,,,,,
10214426,🌍 Teuthis (Arcadia) town in Arcadia,town,6,town in Arcadia,Place,570713,22.041285,37.597441,,,,,,,,,,,,
10214423,🌍 River Lousios (alt. Gortys) alternative name for River Gortys in Arcadia,river,2,alternative name for River Gortys in Arcadia,Place,,,,,,,,,,,,10214421,🌍 River Gortys (Arcadia) river in Arcadia,570266,"22.0215371, 37.5011737"
10214325,🌍 Onceion (Arcadia) city in Arcadia,city,5,city in Arcadia,Place,573410,21.87884,37.710489,,,,,10214322,🌍 Thelpousa (Arcadia) city in Arcadia,570722,"21.87884, 37.710489",,,,
10214285,🌍 Psophis (Zacynthos) citadel of Zacynthos,citadel,1,citadel of Zacynthos,Place,531154,20.892091,37.787178,9364186,🌍 Zacynthos (island) island in Ionian Sea,531155,"20.76, 37.77",,,,,,,,
10214275,🌍 Erymanthos (alt. Psophis) alternative name for Psophis in Arcadia,city,1,alternative name for Psophis in Arcadia,Place,,,,,,,,,,,,8253978,🌍 Psophis (Arcadia) city in Arcadia,570638,"21.892903, 37.871725"
10214245,🌍 Alea (Arcadia) city in Arcadia,city,2,city in Arcadia,Place,570062,22.450785,37.794666,,,,,,,,,,,,
10210709,🌍 Ereneia (Megarid) town in north Megarid,town,4,town in north Megarid,Place,,23.2294868,38.1497606,,,,,10210702,🌍 Aigosthena (Megarid) city north of Megara,570051,"23.2294868, 38.1497606",,,,
10210702,🌍 Aigosthena (Megarid) city north of Megara,city,1,city north of Megara,Place,570051,23.2294868,38.1497606,,,,,,,,,,,,
10210692,🌍 Daphne (Antioch) luxurious grove in Antioch,grove,1,luxurious grove in Antioch,Place,,36.183214,36.2225515,10210691,🌍 Antioch on Orontes (Assyria) in Assyria,658381,"36.183214, 36.2225515",,,,,,,,
10210691,🌍 Antioch on Orontes (Assyria) in Assyria,city,2,in Assyria,Place,658381,36.183214,36.2225515,,,,,,,,,,,,
10210680,🌍 Minoa (island) island facing Nisaia,island,2,island facing Nisaia,Place,570486,23.362214037237,37.969702186191,,,,,,,,,,,,
10210645,🌍 the Agora of Megara,agora,1,,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10210636,🌍 Tripodiscos (Argolid) near Megara and Mt. Geraneia,site,6,near Megara and Mt. Geraneia,Place,573571,,,,,,,10185849,🌍 Mount Geraneia (Megarid) mountain near Megara,,,,,,
10210633,🌍 Lousoi (Arcadia) city in Arcadia,city,4,city in Arcadia,Place,570438,22.1120191,37.9718256,,,,,,,,,,,,
10194972,🌍 Sphettos (Attica) deme of Attica,deme,4,deme of Attica,Place,580109,23.8384225,37.917244,,,,,,,,,,,,
10194327,"🌍 Hypereia (Argolid) city in the Argolid, later incorporated into Troizen",city,4,"city in the Argolid, later incorporated into Troizen",Place,573257,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10194010,"🌍 Antheia (Argolid) city in the Argolid, later incorporated into Troizen",city,4,"city in the Argolid, later incorporated into Troizen",Place,570756,23.362444,37.496395,,,,,,,,,,,,
10193061,🌍 the Saronic Gulf off the coast of Aigina,gulf,8,off the coast of Aigina,Place,570654,23.588309528275,37.940687691086,,,,,,,,,,,,
10193059,"🌍 Lake Alcyonia (Argolid) lake in the Argolid, near Lerna",lake,2,"lake in the Argolid, near Lerna",Place,573074,22.7183258,37.5512409,,,,,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,
10192414,🌍 Althepia (Argolid) region around Troizen,region,2,region around Troizen,Place,573079,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10192064,"🌍 the Sacred Grove near Mount Potinos (Argolid) in the Argolid, near the River Potinos",grove,3,"in the Argolid, near the River Potinos",Place,69536363,22.7183258,37.5512409,,,,,10214844,🌍 Mount Pontinos (Argolid) mountain in the Argolid,573475,"22.7183258, 37.5512409",,,,
10192019,🌍 Apobathmoi (Argolid) location in the Argolid,site,1,location in the Argolid,Place,570257,22.732834,37.513986,,,,,,,,,,,,
10191970,🌍 Nonacris (Arcadia/Achaia) town on the border of Arcadia and Achaia,town,6,town on the border of Arcadia and Achaia,Place,570510,22.241203,38.014421,,,,,,,,,,,,
10191951,🌍 the Lake of Tantalos (Mt Sipylos) in Lydia,lake,2,in Lydia,Place,,27.456,38.567,,,,,9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,550884,"27.456, 38.567",,,,
10187153,🌍 Larisa (Argos) the citadel of Argos,citadel,9,the citadel of Argos,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187048,🌍 the Citadel of Alcathoos (Megara) a citadel of Megara,citadel,10,a citadel of Megara,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10185853,🌍 Caria (Megara) the citadel of Megara,citadel,2,the citadel of Megara,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10185849,🌍 Mount Geraneia (Megarid) mountain near Megara,mountain,2,mountain near Megara,Place,,23.340163,37.985078,,,,,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,
10185371,"🌍 the Agora of Sparta at Sparta, also called 'Choros'",agora,6,"at Sparta, also called 'Choros'",Place,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10185256,🌍 Nisa (alt. Megara) alternative name for Megara,city,1,alternative name for Megara,Place,,,,,,,,,,,,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078"
10185244,🌍 Teumessos (Boiotia) city in Boiotia,city,9,city in Boiotia,Place,541133,23.382283,38.357554,,,,,,,,,,,,
10185088,🏛️ Callichoron Well (Eleusis) well associated with Demeter at Eleusis,well,7,well associated with Demeter at Eleusis,Landmark,,23.537401,38.041101,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,,,,,
10185073,🌍 River Cephisos (Eleusis) distinct from Athenian Cephisos,river,1,distinct from Athenian Cephisos,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
10185067,🌍 Erineos (Eleusis) location near Eleusinian Cephisos where Hades abducts Persephone,site,4,location near Eleusinian Cephisos where Hades abducts Persephone,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
10185062,🌍 Zarax (Laconia) town in SE Laconia,town,1,town in SE Laconia,Place,570761,23.084319,36.786703,,,,,,,,,,,,
10185031,🌍 Rheitoi (Attica) river channels near Eleusis,river,1,river channels near Eleusis,Place,580098,23.625,38.125,,,,,,,,,,,,
10160355,🌍 Laciadai (Attica) deme in Attica,deme,7,deme in Attica,Place,580006,23.699604,37.993384,,,,,,,,,,,,
10160350,🌍 Sciron (Attica) town and river between Athens and Eleusis,town,3,town and river between Athens and Eleusis,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
10160329,🌍 River Oceanos (Asia Minor) near Temenouthyrai,river,2,near Temenouthyrai,Place,,29.410452500000005,38.6794575,,,,,10160314,🌍 Temenouthyrai (Asia Minor) small city in Lydia/Phrygia,609549,"29.410452500000005, 38.6794575",,,,
10160314,🌍 Temenouthyrai (Asia Minor) small city in Lydia/Phrygia,city,5,small city in Lydia/Phrygia,Place,609549,29.410452500000005,38.6794575,,,,,,,,,,,,
10160287,🌍 the Island of Asterios (Aegean) Islet off Lade (just off Miletos),islet,2,Islet off Lade (just off Miletos),Place,,27.278316833332998,37.522904733333,,,,,9612865,🌍 Miletos (Asia Minor) city in Asia Minor,599799,"27.278316833332998, 37.522904733333",,,,
10160140,🌍 Paionidai (Attica) deme of Attica,deme,1,deme of Attica,Place,580048,23.727149,38.123135,,,,,,,,,,,,
10160066,🌍 Mysia (Argolid) in the Argolid,region,5,in the Argolid,Place,570498,22.726247100718,37.723964336688,,,,,,,,,,,,
10159967,🌍 Prosymna (Argolid) area near the Sanctuary of Hera Argolis,site,2,area near the Sanctuary of Hera Argolis,Place,573485,22.77551225,37.6925313,,,,,10159442,🌍 the Sanctuary of Argive Hera near Mycenae (Argolid) major sanctuary of the Argolid,570289,"22.77551225, 37.6925313",,,,
10159963,🌍 Mount Acraia (Argolid) hill in the Argolid,hill,1,hill in the Argolid,Place,,22.893213598441,37.597560321264,,,,,9369036,🌍 the Argolid region in the Peloponnese,570104,"22.893213598441, 37.597560321264",,,,
10159953,🌍 Mount Euboia (Argolid) hill in the Argolid,hill,2,hill in the Argolid,Place,570245,22.75,37.75,,,,,,,,,,,,
10159947,🌍 Lebadeia (Boiotia) city in Boiotia,city,8,city in Boiotia,Place,540907,22.8749615,38.4353745,,,,,,,,,,,,
