Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
10151187,🏛️ the Tomb of Idas and Lynceus (Sparta) in Sparta,tomb,2,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10151175,🏛️ the Tomb of Cynortas (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10151157,🏛️ the Trophy of Hippocoon and his Sons (Scotitas),tomb,2,,Landmark,,22.75,37.25,10151158,🌍 Scotitas (Laconia) region in Laconia,570678,"22.75, 37.25",,,,,,,,
10151114,🏛️ the Tomb of Caanthos (Thebes) at Thebes,tomb,1,at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10150685,🏛️ the Tomb of Talthybios (Aigion) at Aigion at Aigion,tomb,2,at Aigion at Aigion,Landmark,,22.081952,38.252707,9718745,🌍 Aigion (Achaia) city in Achaia,570049,"22.081952, 38.252707",,,,,,,,
10150683,"🏛️ the Tomb of Talthybios (Sparta) at Sparta, on the Aphetaid Road",tomb,2,"at Sparta, on the Aphetaid Road",Landmark,,,,10150670,🏛️ Aphetaid Road (Sparta) at Sparta,,,,,,,,,,
10150585,🏛️ the Tomb of Oionos (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150575,🏛️ Spring Dorceia (Sparta),spring,1,,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150411,🏛️ the Trophy of Lynceus (Sparta) created by Polydeuces,trophy,1,created by Polydeuces,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150408,🏛️ the House of Menelaos (Sparta) at Sparta,house,4,at Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150406,🏛️ the Tomb of Eumedes (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150393,🏛️ the Tomb of Tainaros (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150385,🏛️ the Tomb of Tyndareos (Sparta) on the Citadel of Sparta,tomb,1,on the Citadel of Sparta,Landmark,,,,10150382,🌍 the Citadel of Sparta in Laconia,,,,,,,,,,
10150341,🏛️ the Tomb of Lathria and Anaxandra (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10150336,🏛️ the House of Castor and Polydeuces (Sparta),house,2,,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10149930,🏛️ the Tomb of Menelaos (Therapne) in Laconia at Therapne,tomb,1,in Laconia at Therapne,Landmark,,22.454916,37.060007,10082248,🌍 Therapne (Laconia) city in Laconia,570723,"22.454916, 37.060007",,,,,,,,
10149928,🏛️ the Tomb of Helen (Therapne) in Laconia at Therapne,tomb,1,in Laconia at Therapne,Landmark,,22.454916,37.060007,10082248,🌍 Therapne (Laconia) city in Laconia,570723,"22.454916, 37.060007",,,,,,,,
10149904,🏛️ the Tomb of Las (Arainon) at Arainon,tomb,1,at Arainon,Landmark,,22.521276,36.69704,10149907,🌍 Arainon (Laconia) city in Laconia,570099,"22.521276, 36.69704",,,,,,,,
10149875,🏛️ the Tomb of Auge (Pergamon) at Pergamon,tomb,1,at Pergamon,Landmark,,27.184530333332997,39.131213333333,10149872,🌍 Pergamon (Mysia) city in Mysia,550812,"27.184530333332997, 39.131213333333",,,,,,,,
10149864,🏛️ the Neistan Gates (Thebes) on the Walls of Thebes,gate,7,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
10149793,🏛️ the Tomb of Cinados (Laconia) in Laconia,tomb,1,in Laconia,Landmark,,22.9334794,36.4642453,10055298,🌍 Onougnathos (Laconia) promontory (now an island) to south of Laconia,570533,"22.9334794, 36.4642453",,,,,,,,
10149396,🏛️ the Tomb of Thersandros (Elaia) at Elaia near Caicos,tomb,1,at Elaia near Caicos,Landmark,,27.055256,38.941644,10149401,🌍 Elaia (Lydia) city near Caicos,550523,"27.055256, 38.941644",,,,,,,,
10146686,"🏛️ the Tomb of the Horse (Laconia) landmark in Laconia, north of Sparta (unlocated)",tomb,1,"landmark in Laconia, north of Sparta (unlocated)",Landmark,,22.4272985,37.077905,,,,,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,
10146670,🏛️ the Tomb of Theseus (Athens) at Athens,tomb,4,at Athens,Landmark,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",11009639,🏛️ the Gymnasium of Ptolemy at Athens located next to Sanctuary of Theseus,,,,,,
10146669,🏛️ Rock Zeus Cappotas (Laconia) near Gytheion,rock,2,near Gytheion,Landmark,,22.5626005,36.7600725,,,,,10055299,🌍 Gytheion (Laconia) harbor in Laconia,570268,"22.5626005, 36.7600725",,,,
10146665,🏛️ the Tomb of Orestes (Sparta) in the Agora of Sparta,tomb,5,in the Agora of Sparta,Landmark,,,,10185371,"🌍 the Agora of Sparta at Sparta, also called 'Choros'",,,,,,,,,,
10146613,🏛️ the Tomb of Pandion (Megarid) located at Megara at the cliff of Athena Aithyia,tomb,3,located at Megara at the cliff of Athena Aithyia,Landmark,,,,10440832,🌍 the Cliff of Athena Aithyia (Megarid) on the coast of the Megarid,,,,,,,,,,
10146598,🏛️ the Tomb of Thrasymedes (Pylos),tomb,1,,Landmark,,21.659888,36.9520305,8228860,"🌍 Pylos (Messenia) city in Messenia, kingdom of Nestor",570640,"21.659888, 36.9520305",,,,,,,,
10146595,🏛️ Spring Polydeuceia (Laconia) spring near Therapne in Laconia,spring,2,spring near Therapne in Laconia,Landmark,573472,,,11288813,🌍 the Sanctuary of Polydeuces near Therapne (Laconia),,,,,,,,,,
10146593,🏛️ the Tomb of Nestor (Pylos) in Pylos,tomb,1,in Pylos,Landmark,,21.659888,36.9520305,8228860,"🌍 Pylos (Messenia) city in Messenia, kingdom of Nestor",570640,"21.659888, 36.9520305",,,,,,,,
10146592,🏛️ Spring Messeis (Therapne) at Therapne in Laconia,spring,1,at Therapne in Laconia,Landmark,573374,22.454916,37.060007,10082248,🌍 Therapne (Laconia) city in Laconia,570723,"22.454916, 37.060007",,,,,,,,
10146583,🏛️ the House of Nestor (Pylos) in Pylos,house,1,in Pylos,Landmark,,21.659888,36.9520305,8228860,"🌍 Pylos (Messenia) city in Messenia, kingdom of Nestor",570640,"21.659888, 36.9520305",,,,,,,,
10137217,🏛️ the Tomb of Callisto (Arcadia) in Arcadia,tomb,2,in Arcadia,Landmark,,,,10769845,🌍 the Sanctuary of Artemis Calliste (Arcadia),,,,,,,,,,
10124853,"🏛️ the Tomb of the Boar (Messenia) unlocatable landmark in Messenia, near Stenycleros",tomb,1,"unlocatable landmark in Messenia, near Stenycleros",Landmark,,21.75,37.25,,,,,10113657,🌍 Stenycleros (Messenia) city in Messenia,570690,"21.75, 37.25",,,,
10113618,🏛️ the Tomb of Machaon (Gerenia) at Gerenia,tomb,3,at Gerenia,Landmark,,22.208656,36.927195,8254024,🌍 Gerenia (Messenia) city in Messenia,570261,"22.208656, 36.927195",,,,,,,,
10113612,🏛️ the Tomb of Neoptolemos (Delphi) at Delphi,tomb,5,at Delphi,Landmark,,22.501169,38.482289,8253972,"🌍 Delphi (Phocis) city and sanctuary in Phocis; for prophecies see ""the Oracle of Apollo (Delphi)""",540726,"22.501169, 38.482289",,,,,,,,
9962682,🏛️ the Walls of Mycenae at Mycenae,wall,5,at Mycenae,Landmark,,22.7540710459,37.73003457114,8194382,🌍 Mycenae (Argolid) city in the Argolid,570491,"22.7540710459, 37.73003457114",,,,,,,,
9960658,🏛️ the Dancing Place of Ariadne (Knossos) at Knossos,landmark,4,at Knossos,Landmark,,25.163105999999996,35.297847,9592442,🌍 Knossos (Crete) city in Crete,589872,"25.163105999999996, 35.297847",,,,,,,,
9881188,🏛️ the Tomb of Eurytos (Carnasion) at Carnasion,tomb,2,at Carnasion,Landmark,,21.948808,37.266348,9881175,🌍 Carnasion (Messenia) city in Messenia,570331,"21.948808, 37.266348",,,,,,,,
9878338,🏛️ Spring Hippocrene (Mt Helicon) on Mount Helicon,spring,12,on Mount Helicon,Landmark,,22.8225,38.352778,9878166,🌍 Mount Helicon (Boiotia) mountain in Boiotia,540808,"22.8225, 38.352778",,,,,,,,
9878257,🏛️ the Tomb of Taraxippos (Olympia) at Olympia,tomb,13,at Olympia,Landmark,,,,11258658,🌍 the Hippodrome (Olympia),,,,,,,,,,
9613802,🏛️ the Tomb of Polyneices (Thebes) at Thebes,tomb,4,at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
9613753,🏛️ the Crenidian Gates (Thebes) on the Walls of Thebes,gate,3,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
9613752,🏛️ the Electran Gates (Thebes) on the Walls of Thebes,gate,21,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
9613751,🏛️ the Hypsistan Gates (Thebes) on the Walls of Thebes,gate,2,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
9613749,🏛️ the Proitidian Gates (Thebes) on the Walls of Thebes,gate,9,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
9613747,🏛️ the Homoloidian Gates (Thebes) on the Walls of Thebes,gate,5,on the Walls of Thebes,Landmark,,,,9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,,,,,,,,,,
9613078,🏛️ the Stone Niobe (Mt Sipylos) in Lydia,stone,25,in Lydia,Landmark,,27.456,38.567,9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,550884,"27.456, 38.567",,,,,,,,
9613054,🏛️ the Walls of Thebes (Boiotia) at Thebes,wall,31,at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
9612938,🏛️ the Spring of Ares (Thebes) variously located at Thebes,spring,11,variously located at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
9605693,"🏛️ the Bronze Chamber of Danae (Argos) at Argos, where Danae was imprisoned",chamber,24,"at Argos, where Danae was imprisoned",Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
9602360,🏛️ the Stables of Augeias (Elis) at Elis,stable,17,at Elis,Landmark,,21.375091,37.891781,9614046,🌍 Elis (city) city in Elis,570220,"21.375091, 37.891781",,,,,,,,
9602336,🏛️ the Plane Tree (Aulis),tree,3,,Landmark,,23.5936545,38.4302595,8194742,🌍 Aulis (Boiotia) city in Boiotia,579889,"23.5936545, 38.4302595",,,,,,,,
9592591,🏛️ the Walls of Tiryns at Tiryns,wall,10,at Tiryns,Landmark,,22.799827682339,37.599320150088,8253955,🌍 Tiryns (Argolid) city in the Argolid,570740,"22.799827682339, 37.599320150088",,,,,,,,
8240602,🏛️ the Tomb of Achilles and Patroclos (Troy) at the Beach of Troy,tomb,23,at the Beach of Troy,Landmark,,,,8195107,🌍 the Beach of Troy at Troy,,,,,,,,,,
11299240,🏛️ the Tomb of Amphitryon (Thebes),tmb,4,,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
11297298,🌍 Bryseai (Laconia) city in Laconia,city,2,city in Laconia,Place,573155,22.349956,36.953544,,,,,10126454,🌍 Mount Taygete (Laconia/Messenia) mountain range between Laconia and Messenia,570706,"22.349956, 36.953544",,,,
11297184,"🌍 Brenthe (Arcadia) city in Arcadia, in ruins in Pausanias' time",city,1,"city in Arcadia, in ruins in Pausanias' time",Place,570274,23.14481395,37.3082921,,,,,,,,,,,,
11297181,"🌍 Halice (Argolid) city in the Argolid, in ruins from 4th c BC",city,1,"city in the Argolid, in ruins from 4th c BC",Place,570274,23.14481395,37.3082921,,,,,,,,,,,,
11297178,"🌍 Paos (Arcadia) city in Arcadia, in ruins in Pausanias' time",city,1,"city in Arcadia, in ruins in Pausanias' time",Place,,22.262624,37.766264,,,,,10214249,🌍 Caphyai (Arcadia) city in Arcadia,570329,"22.262624, 37.766264",,,,
11297175,🌍 Paracyparissia (Laconia) city in ruins in Pausanias' time,city,1,city in ruins in Pausanias' time,Place,,22.854554,36.73044,,,,,10149393,🌍 Asopos (Laconia) city in Laconia,570129,"22.854554, 36.73044",,,,
11297173,🌍 Sellasia (Laconia) ruined city in Pausanias' time,city,1,ruined city in Pausanias' time,Place,570662,22.416414,37.166485,,,,,,,,,,,,
11296888,🌍 Old Mantineia (Arcadia),city,3,,Place,573488,22.3925775,37.6173785,,,,,9364225,🌍 Mantineia (Arcadia) city in Arcadia,570459,"22.3925775, 37.6173785",,,,
11292633,🌍 Hysiai (Boiotia) city south of Thebes near Cithairon,city,3,city south of Thebes near Cithairon,Place,540831,23.344419,38.217217,,,,,,,,,,,,
11292535,"🌍 the Satyrides Islands in the Atlantic Ocean, unlocatable",islands,1,"in the Atlantic Ocean, unlocatable",Place,,-19.665682,31.937048,,,,,11009854,🌍 the Atlantic Ocean,845,"-19.665682, 31.937048",,,,
11289671,🌍 Nauboleis (alt. Drymaia) old name for Drymaia,city,2,old name for Drymaia,Place,,,,,,,,,,,,10274656,🌍 Drymaia (Phocis) town in Phocis,540743,"22.5585205, 38.7086695"
11289663,🌍 Agryle (Attica) deme in Attica,deme,1,deme in Attica,Place,579848,23.737109,37.96065,,,,,,,,,,,,
11289316,🌍 Myndos (Caria) city in Caria,city,5,city in Caria,Place,599811,27.242414999999998,37.073691,,,,,,,,,,,,
11289315,🌍 Halicarnassos (Caria) city in Caria,city,8,city in Caria,Place,599636,27.420201,37.042901,,,,,,,,,,,,
11289111,🌍 Cenchriai (Argolid) city on route between Argos and Tegea,city,1,city on route between Argos and Tegea,Place,570346,22.604189,37.542365,,,,,,,,,,,,
11289077,🌍 the Place of Judgement (Argos) where Danaos tried Hypermnestra,court,1,where Danaos tried Hypermnestra,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
11289020,"🌍 River Cephisos (Argolid) unlocatable river in the Argolid, perhaps near Argos",river,2,"unlocatable river in the Argolid, perhaps near Argos",Place,,22.719464,37.631561,,,,,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,
11288957,🌍 the Hill of Aras (Phlious) hill near Phlious which was the site of Aras' origianal city,hill,2,hill near Phlious which was the site of Aras' origianal city,Place,,22.646579425559,37.844598395526,8254130,🌍 Phlious (Argolid) city in the Argolid,570602,"22.646579425559, 37.844598395526",,,,,,,,
11288908,🌍 Phobos (Sicyon) location at or near Sicyon,site,1,location at or near Sicyon,Place,,22.712193310834,37.983819217861,,,,,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,
11288878,🌍 the Bath of Helen (Argolid) at the sea near Cenchrai,bath,1,at the sea near Cenchrai,Place,,22.992532,37.88239,,,,,10153143,🌍 Cenchriai (Corinth) harbor of Corinth,570347,"22.992532, 37.88239",,,,
11288830,🌍 the Lake of Poseidon (Aigiai),lake,1,,Place,,22.512906,36.786285,10146647,🌍 Aigiai (Laconia) city in Laconia,570044,"22.512906, 36.786285",,,,,,,,
11288753,"🌍 the Sanctuary of Phaenna and Cleta (Laconia) near the River Tiasa, between Amyclai and Sparta",sanctuary,1,"near the River Tiasa, between Amyclai and Sparta",Place,,22.4272985,37.077905,,,,,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,
11259604,"🌍 the Grove of Lycos (Messenia) probably near Andania, associated with the worship of the Great Goddesses",grove,2,"probably near Andania, associated with the worship of the Great Goddesses",Place,,21.938099,37.26217,,,,,9880159,🌍 Andania (Messenia) cult site in Messenia,570079,"21.938099, 37.26217",,,,
11258429,🌍 Abantis (Illyria) region around Apollonia in Illyria,region,2,region around Apollonia in Illyria,Place,,19.462878,40.7339195,,,,,9358744,🌍 Apollonia (Illyria) city in Illyria,481728,"19.462878, 40.7339195",,,,
11025128,🌍 Anagyrous (Attica) deme of Attica,deme,1,deme of Attica,Place,579863,23.804842999999998,37.8300155,,,,,,,,,,,,
11003301,🌍 Ledon (Phocis) city in Phocis,city,2,city in Phocis,Place,540908,22.6760767,38.6583935,,,,,,,,,,,,
11003299,🌍 Themisonion (Phrygia) unlocatable city in Phrygia,city,1,unlocatable city in Phrygia,Place,642565,29.750000000000004,38.75,,,,,8195625,🌍 Phrygia region in Anatolia,609502,"29.750000000000004, 38.75",,,,
10911526,🌍 the Grove on Parnassos (Phocis) where Odysseus is wounded,grove,5,where Odysseus is wounded,Place,,22.621902,38.535435,9055629,🌍 Mount Parnassos (Phocis) mountain in Phocis,541012,"22.621902, 38.535435",,,,,,,,
10853926,🌍 the Academy (Athens) area in Athens,district,5,area in Athens,Place,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
10786042,🌍 the Oracle of Trophonios (Lebadeia),oracle,8,,Place,,22.8749615,38.4353745,10159947,🌍 Lebadeia (Boiotia) city in Boiotia,540907,"22.8749615, 38.4353745",,,,,,,,
10784760,🌍 River Helicon (Macedonia) on Mount Pieria,river,2,on Mount Pieria,Place,,22.4247924913,40.130028116,10267623,🌍 Mount Pieria (N. Greece),,"22.4247924913, 40.130028116",,,,,,,,
10774977,🌍 Aornon (Thesprotia),site,3,,Place,,20.789351070564,39.517242008312,,,,,8254030,🌍 Thesprotia region in northern Greece,531117,"20.789351070564, 39.517242008312",,,,
10774306,🌍 Eleusis (Boiotia) unlocatable city in Boiotia destroyed by Lake Copais,city,2,unlocatable city in Boiotia destroyed by Lake Copais,Place,,23.068726,38.447092,,,,,10774304,🌍 Lake Copais (Boiotia),540715,"23.068726, 38.447092",,,,
10774305,🌍 Athens (Boiotia) unlocatable city in Boiotia destroyed by Lake Copais,city,2,unlocatable city in Boiotia destroyed by Lake Copais,Place,,23.068726,38.447092,,,,,10774304,🌍 Lake Copais (Boiotia),540715,"23.068726, 38.447092",,,,
10774298,🌍 Mount Ptoion (Boiotia),mountain,4,,Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
10773528,🌍 Polos (Boiotia) location at Tanagra,site,1,location at Tanagra,Place,,23.581173,38.300198333333,10191984,🌍 Tanagra (Boiotia) city in Boiotia,580114,"23.581173, 38.300198333333",,,,,,,,
10773527,🌍 Mount Cerycion (Boiotia),mountain,1,,Place,,23.581173,38.300198333333,10191984,🌍 Tanagra (Boiotia) city in Boiotia,580114,"23.581173, 38.300198333333",,,,,,,,
10773522,🌍 Delion (Boiotia) city near Tanagra,city,-,city near Tanagra,Place,540725,23.661354,38.3462075,,,,,,,,,,,,
10773516,🌍 the Head of the Snake (Boiotia) location near Glisas,site,2,location near Glisas,Place,,23.390503,38.378178,,,,,9651957,🌍 Glisas (Boiotia) city in Boiotia,540791,"23.390503, 38.378178",,,,
10772077,🌍 Pioniai (Troad) city in the Troad,city,3,city in the Troad,Place,550832,27.579568,39.626196,,,,,,,,,,,,
10772026,🌍 Leuctra (Boiotia) city in Boiotia,city,2,city in Boiotia,Place,540913,23.1821091,38.2544053,,,,,,,,,,,,
10769882,🌍 the Sanctuary of Eurynome (Arcadia) at the confluence of the Rivers Neda and Lymax,sanctuary,1,at the confluence of the Rivers Neda and Lymax,Place,,22.170246015828,37.618170124636,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636",,,,
10769863,"🌍 River Cocytos (Thesprotis) in Thesprotis, identified with the river of the Underworld",river,1,"in Thesprotis, identified with the river of the Underworld",Place,,20.789351070564,39.517242008312,,,,,8254030,🌍 Thesprotia region in northern Greece,531117,"20.789351070564, 39.517242008312",,,,
10769845,🌍 the Sanctuary of Artemis Calliste (Arcadia),sanctuary,2,,Place,,,,,,,,10214548,🏛️ Spring Crounoi (Arcadia) unlocated spring near Tricolonoi,573313,,,,,
10769600,"🌍 Bathos (Arcadia) unlocated site in Arcadia, near Trapezous",site,1,"unlocated site in Arcadia, near Trapezous",Place,573139,22.060685,37.456281,,,,,9615108,🌍 Trapezous (Arcadia) city in Arcadia,570746,"22.060685, 37.456281",,,,
10526319,"🌍 Condylea (Arcadia) unlocated location in Arcadia, near Caphyai",site,1,"unlocated location in Arcadia, near Caphyai",Place,573297,22.262624,37.766264,,,,,10214249,🌍 Caphyai (Arcadia) city in Arcadia,570329,"22.262624, 37.766264",,,,
10474217,🌍 Phoizon (Arcadia) location in Arcadia near Mantineia,site,1,location in Arcadia near Mantineia,Place,,22.3925775,37.6173785,,,,,9364225,🌍 Mantineia (Arcadia) city in Arcadia,570459,"22.3925775, 37.6173785",,,,
10474085,🌍 Dine (Argolid) Whirlpool off the coast of Genethlion,whirlpool,1,Whirlpool off the coast of Genethlion,Place,,,,,,,,10214958,"🌍 Genethlion (Troizen) birthplace of Theseus, near Troizen",,,,,,
10474084,"🌍 the Untilled Plain (Arcadia) a plain in Arcadia, near Nestane in Mantineian territory",plain,1,"a plain in Arcadia, near Nestane in Mantineian territory",Place,,22.467824,37.616362,,,,,10152153,🌍 Nestane (Arcadia) city in Arcadia,570507,"22.467824, 37.616362",,,,
10473803,"🌍 the Fortress of Athena (Achaia) unlocated location in Achaia, near Patrai",fortress,1,"unlocated location in Achaia, near Patrai",Place,,21.735631,38.247847,,,,,10127953,🌍 Patrai (Achaia) city in Achaia,570567,"21.735631, 38.247847",,,,
10462287,🌍 River Iardanos (Crete) unlocatable river in Crete,river,2,unlocatable river in Crete,Place,,24.984579005240004,35.219518451031,,,,,8188818,🌍 Crete (island) island in the Aegean,589748,"24.984579005240004, 35.219518451031",,,,
10440832,🌍 the Cliff of Athena Aithyia (Megarid) on the coast of the Megarid,cliff,2,on the coast of the Megarid,Place,,23.25,37.75,,,,,8188813,🌍 the Megarid region in mainland Greece,570470,"23.25, 37.75",,,,
10360309,🌍 Ogygiai (alt. Thebes) alternative name for Thebes,city,1,alternative name for Thebes,Place,,,,,,,,,,,,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156"
10293697,🌍 Petrachos (Boiotia) a crag in Boiotia near Chaironeia,crag,1,a crag in Boiotia near Chaironeia,Place,,22.8414259,38.49396775,,,,,10276460,🌍 Chaironeia (Boiotia) city in Boiotia,540701,"22.8414259, 38.49396775",,,,
10276472,🌍 Aristonautai (Achaia) city in Achaia,city,2,city in Achaia,Place,570109,22.635738,38.076814,,,,,,,,,,,,
10276467,🌍 Donoussa (Achaia) city in Achaia between Pellene and Sicyon,city,1,city in Achaia between Pellene and Sicyon,Place,573188,22.548344,38.043207,,,,,9718744,🌍 Pellene (Achaia) city in Achaia,570576,"22.548344, 38.043207",,,,
10274739,🌍 Amphissa (Ozolian Locris) city in Ozolian Locris,city,7,city in Ozolian Locris,Place,540630,22.374172,38.518403,,,,,,,,,,,,
10274737,🌍 Oiantheia (Ozolian Locris) city in Ozolian Locris,city,1,city in Ozolian Locris,Place,540969,22.191004,38.342137,,,,,,,,,,,,
10274707,🌍 Steiris (Phocis) town in Phocis,town,3,town in Phocis,Place,541113,22.755354,38.38432,,,,,,,,,,,,
10274703,🌍 Anticyra (Phocis) city in Phocis,city,5,city in Phocis,Place,540642,22.626059,38.375439,,,,,,,,,,,,
10274683,🌍 Gaios (Achaia) cult site of Gaia in Achaia,sanctuary,1,cult site of Gaia in Achaia,Place,,22.277414627388,38.12697330438,,,,,10274682,🌍 River Crathis (Achaia/Arcadia) river in Achaia/Arcadia,570381,"22.277414627388, 38.12697330438",,,,
10274679,🌍 Acraiphion (Boiotia) ancient city in Boiotia,city,2,ancient city in Boiotia,Place,540617,23.2197021,38.4526062,,,,,,,,,,,,
10274676,🌍 Aigai (Achaia) city in Achaia,city,5,city in Achaia,Place,570040,22.314637,38.154879,,,,,,,,,,,,
10274656,🌍 Drymaia (Phocis) town in Phocis,town,2,town in Phocis,Place,540743,22.5585205,38.7086695,,,,,,,,,,,,
10274643,🌍 Charadra (Phocis) town in Phocis,town,1,town in Phocis,Place,530829,20.877307,39.206994,,,,,,,,,,,,
10274641,🌍 River Hercyna (Boiotia) in Boiotia,river,2,in Boiotia,Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
10274596,"🌍 Lake Cephisis (Boiotia) Homeric toponym on the Orchomenian Plain, often identified with Lake Copais",lake,5,"Homeric toponym on the Orchomenian Plain, often identified with Lake Copais",Place,,22.978315,38.494575333333,,,,,8253969,🌍 Orchomenos (Boiotia) city in Boiotia,540987,"22.978315, 38.494575333333",,,,
10274464,🌍 Tritaia (Achaia) city in Achaia,city,6,city in Achaia,Place,570755,21.711021,37.9527,,,,,,,,,,,,
10274458,🌍 Pharai (Achaia) city in Achaia,city,3,city in Achaia,Place,570590,21.717095,38.093144,,,,,,,,,,,,
10274103,🌍 Stectorion (Phrygia) city in Phrygia,city,1,city in Phrygia,Place,609535,30.148649,38.3323615,,,,,,,,,,,,
10273411,🌍 Mesatis (Achaia) city in Achaia,city,7,city in Achaia,Place,573370,21.735631,38.247847,,,,,10127953,🌍 Patrai (Achaia) city in Achaia,570567,"21.735631, 38.247847",,,,
10273408,🌍 Antheia (Achaia) city in Achaia,city,4,city in Achaia,Place,573098,21.735631,38.247847,,,,,10127953,🌍 Patrai (Achaia) city in Achaia,570567,"21.735631, 38.247847",,,,
10273391,🌍 Aroe (Achaia) city in Achaia,city,8,city in Achaia,Place,,21.735631,38.247847,,,,,10127953,🌍 Patrai (Achaia) city in Achaia,570567,"21.735631, 38.247847",,,,
10272601,🌍 Pessinous (Phrygia) city in central Phrygia,city,5,city in central Phrygia,Place,609500,31.583560622628003,39.332881866782,,,,,,,,,,,,
10272457,🌍 River Taras (Italy) river in Southern Italy,river,1,river in Southern Italy,Place,442811,17.25,40.75,,,,,,,,,,,,
10272433,🌍 Hyettos (Boiotia) city in Boiotia,city,2,city in Boiotia,Place,540823,23.103147,38.555375,,,,,,,,,,,,
10272358,🌍 Ogryle (Sardinia) city in Sardinia,city,3,city in Sardinia,Place,,8.9575168895866,39.871086953323,,,,,8254032,🌍 Sardinia (island) island near Italy,472014,"8.9575168895866, 39.871086953323",,,,
